tag;real_tag;server;description;name;unit;measurement_type;process;area;sub_area;section;equipment;data_type;derived;quality_score;profit_type;target;r2_feature;r3_feature;r4_feature;r5_feature;r6_feature;r7_feature;r9_feature;r10_feature;range_min;range_max;max_delta;on_off_dependencies;constraint_set;comentarios;dist_count;dist_mean;dist_std;dist_min;dist_2%;dist_10%;dist_20%;dist_50%;dist_80%;dist_90%;dist_98%;dist_max;dif_count;dif_mean;dif_std;dif_min;dif_2%;dif_10%;dif_20%;dif_50%;dif_70%;dif_80%;dif_90%;dif_98%;dif_max;tag_type;op_min;op_max
on_off_nivel_interfaz_r6;on_off_nivel_interfaz_r6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_flujo_alimentacion_r6;on_off_flujo_alimentacion_r6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_floculante_r7;on_off_floculante_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_valvulas_descarga_l1_r7;on_off_valvulas_descarga_l1_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_valvulas_descarga_l2_r7;on_off_valvulas_descarga_l2_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_densimetro_01_r7;on_off_densimetro_01_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_densimetro_02_r7;on_off_densimetro_02_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_nivel_interfaz_r7;on_off_nivel_interfaz_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_flujo_alimentacion_r7;on_off_flujo_alimentacion_r7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_floculante_r9;on_off_floculante_r9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_valvulas_descarga_l1_r9;on_off_valvulas_descarga_l1_r9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_valvulas_descarga_l2_r9;on_off_valvulas_descarga_l2_r9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_densimetro_01_r9;on_off_densimetro_01_r9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_densimetro_02_r9;on_off_densimetro_02_r9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_flujo_alimentacion_r9;on_off_flujo_alimentacion_r9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_floculante_r10;on_off_floculante_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_valvulas_descarga_l1_r10;on_off_valvulas_descarga_l1_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_valvulas_descarga_l2_r10;on_off_valvulas_descarga_l2_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_densimetro_01_r10;on_off_densimetro_01_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_densimetro_02_r10;on_off_densimetro_02_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_nivel_interfaz_r10;on_off_nivel_interfaz_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
on_off_presion_cono_decimal_r10;on_off_presion_cono_decimal_r10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;on_off;;
